Class code,Class name,Section,Dept code,Dept name,Prof,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WP,WF,I,X,S,Miami Plan?,Honors?,Cross Listing code,Year,Term,Campus

